203,-8
465,-10
732,-11
968,-15
1232,-18
1500,-16
1734,-9
2000,-5
2264,-5
2502,-5
2764,-3
3031,2
3268,3
3531,4
3800,6
4034,7
4300,-2
4565,-10
4800,-18
5064,-21
5332,-21
5567,-21
5831,-23
6100,-26
6334,-26
6600,-27
6865,-28
7100,-28
7365,-28
7632,-26
7865,-17
8132,-14
8399,-14
8631,-5
8900,-5
9165,3
9401,6
9665,6
9932,15
10165,17
10432,19
10698,32
10932,34
11199,39
11464,40
11699,40
11965,40
12230,40
12466,40
12731,34
12996,24
13232,17
13500,16
13763,27
14000,32
14264,32
14530,33
14764,33
15031,20
15296,7
15532,-6
15800,-18
16061,-33
16300,-45
16565,-47
16828,-47
17065,-47
17332,-51
17594,-55
17831,-56
18099,-56
18339,-56
18600,-52
18865,-43
19104,-41
19365,-35
19632,-27
19893,-27
20132,-27
20399,-27
20637,-23
20899,-14
21164,-6
21403,-2
21665,0
21932,0
22169,0
22432,5
22700,11
22934,16
23200,20
23464,23
23702,21
23964,12
24231,5
24468,-1
24732,-9
25000,-11
25233,-11
25500,-11
25765,-15
26000,-24
26265,-24
26531,-28
26767,-38
27031,-44
27299,-44
27533,-50
27800,-59
28065,-60
28300,-72
28565,-72
28832,-72
29065,-72
29332,-59
29599,-55
29831,-42
30099,-20
30365,-5
30600,11
30865,28
31131,44
31365,63
31632,82
31898,100
32132,125
32401,145
32665,147
32899,147
33164,147
33429,137
33665,129
33932,120
34196,97
34431,76
34700,56
34963,34
35200,33
35465,33
35729,33
35964,33
36231,33
36494,21
36731,7
37000,6
37261,-3
37501,-23
37765,-47
38029,-47
38265,-47
38532,-47
38795,-47
39031,-47
39299,-47
39537,-47
39800,-47
40065,-47
40303,-47
40565,-47
